date,new_cases,new_cases_smoothed,total_cases,new_tests,new_deaths,new_deaths_smoothed,total_deaths,new_tests_smoothed,total_tests,positive_rate,death_rate_t,year,month,day,weekday
2020-02-03,0.0,0.28600000000000003,2.0,,0.0,0.0,0.0,,,,0.0,2020,2,3,0
2020-02-04,0.0,0.28600000000000003,2.0,,0.0,0.0,0.0,,,,0.0,2020,2,4,1
2020-02-05,1.0,0.429,3.0,,0.0,0.0,0.0,,,,0.0,2020,2,5,2
2020-02-06,0.0,0.429,3.0,,0.0,0.0,0.0,,,,0.0,2020,2,6,3
2020-02-07,1.0,0.5710000000000001,4.0,,0.0,0.0,0.0,,,,0.0,2020,2,7,4
2020-02-08,0.0,0.28600000000000003,4.0,,0.0,0.0,0.0,,,,0.0,2020,2,8,5
2020-02-09,0.0,0.28600000000000003,4.0,,0.0,0.0,0.0,,,,0.0,2020,2,9,6
2020-02-10,4.0,0.857,8.0,,0.0,0.0,0.0,,,,0.0,2020,2,10,0
2020-02-11,1.0,1.0,9.0,,0.0,0.0,0.0,,,,0.0,2020,2,11,1
2020-02-12,0.0,0.857,9.0,,0.0,0.0,0.0,,,,0.0,2020,2,12,2
2020-02-13,1.0,1.0,10.0,,0.0,0.0,0.0,,,,0.0,2020,2,13,3
2020-02-14,0.0,0.857,10.0,,0.0,0.0,0.0,,,,0.0,2020,2,14,4
2020-02-15,0.0,0.857,10.0,,0.0,0.0,0.0,,,,0.0,2020,2,15,5
2020-02-16,0.0,0.857,10.0,,0.0,0.0,0.0,,,,0.0,2020,2,16,6
2020-02-17,0.0,0.28600000000000003,10.0,,0.0,0.0,0.0,,,,0.0,2020,2,17,0
2020-02-18,0.0,0.14300000000000002,10.0,,0.0,0.0,0.0,,,,0.0,2020,2,18,1
2020-02-19,0.0,0.14300000000000002,10.0,,0.0,0.0,0.0,,,,0.0,2020,2,19,2
2020-02-20,0.0,0.0,10.0,,0.0,0.0,0.0,,,,0.0,2020,2,20,3
2020-02-21,0.0,0.0,10.0,,0.0,0.0,0.0,,,,0.0,2020,2,21,4
2020-02-22,0.0,0.0,10.0,,0.0,0.0,0.0,,,,0.0,2020,2,22,5
2020-02-23,1.0,0.14300000000000002,11.0,,0.0,0.0,0.0,,,,0.0,2020,2,23,6
2020-02-24,0.0,0.14300000000000002,11.0,,0.0,0.0,0.0,,,,0.0,2020,2,24,0
2020-02-25,0.0,0.14300000000000002,11.0,,0.0,0.0,0.0,,,,0.0,2020,2,25,1
2020-02-26,2.0,0.429,13.0,,0.0,0.0,0.0,,,,0.0,2020,2,26,2
2020-02-27,5.0,1.143,18.0,,0.0,0.0,0.0,,,,0.0,2020,2,27,3
2020-02-28,4.0,1.714,22.0,,0.0,0.0,0.0,,,,0.0,2020,2,28,4
2020-02-29,8.0,2.8569999999999998,30.0,,0.0,0.0,0.0,,,,0.0,2020,2,29,5
2020-03-01,12.0,4.428999999999999,42.0,,0.0,0.0,0.0,,,,0.0,2020,3,1,6
2020-03-02,5.0,5.143,47.0,,0.0,0.0,0.0,,,,0.0,2020,3,2,0
2020-03-03,22.0,8.286,69.0,,0.0,0.0,0.0,,,,0.0,2020,3,3,1
2020-03-04,40.0,13.714,109.0,,0.0,0.0,0.0,,,,0.0,2020,3,4,2
2020-03-05,55.0,20.857,164.0,,0.0,0.0,0.0,,,,0.0,2020,3,5,3
2020-03-06,56.0,28.285999999999998,220.0,,0.0,0.0,0.0,,,,0.0,2020,3,6,4
2020-03-07,51.0,34.429,271.0,,1.0,0.14300000000000002,1.0,,,,0.0036900369003690036,2020,3,7,5
2020-03-08,81.0,44.286,352.0,,1.0,0.28600000000000003,2.0,,,,0.005681818181818182,2020,3,8,6
2020-03-09,60.0,52.143,412.0,,0.0,0.28600000000000003,2.0,,,,0.0048543689320388345,2020,3,9,0
2020-03-10,57.0,57.143,469.0,,1.0,0.429,3.0,,,,0.006396588486140725,2020,3,10,1
2020-03-11,148.0,72.571,617.0,,4.0,1.0,7.0,,,,0.011345218800648298,2020,3,11,2
2020-03-12,259.0,101.714,876.0,,0.0,1.0,7.0,,,,0.007990867579908675,2020,3,12,3
2020-03-13,406.0,151.714,1282.0,,2.0,1.286,9.0,,,,0.0070202808112324495,2020,3,13,4
2020-03-14,484.0,213.571,1766.0,,1.0,1.286,10.0,,,,0.0056625141562853904,2020,3,14,5
2020-03-15,478.0,270.286,2244.0,,19.0,3.8569999999999998,29.0,,,,0.012923351158645277,2020,3,15,6
2020-03-16,361.0,313.286,2605.0,,14.0,5.857,43.0,,,,0.016506717850287907,2020,3,16,0
2020-03-17,442.0,368.286,3047.0,,22.0,8.857000000000001,65.0,,,,0.02133245815556285,2020,3,17,1
2020-03-18,611.0,434.42900000000003,3658.0,,17.0,10.714,82.0,,,,0.02241662110442865,2020,3,18,2
2020-03-19,769.0,507.286,4427.0,,34.0,15.571,116.0,,,,0.026202846171222045,2020,3,19,3
2020-03-20,999.0,592.0,5426.0,,46.0,21.857,162.0,,,,0.029856247696277184,2020,3,20,4
2020-03-21,1055.0,673.571,6481.0,,32.0,26.285999999999998,194.0,,,,0.02993365221416448,2020,3,21,5
2020-03-22,1255.0,784.571,7736.0,,58.0,31.857,252.0,,,,0.03257497414684592,2020,3,22,6
2020-03-23,1198.0,904.143,8934.0,,36.0,35.0,288.0,,,,0.03223640026863667,2020,3,23,0
2020-03-24,1378.0,1037.857,10312.0,,76.0,42.714,364.0,,,,0.03529868114817688,2020,3,24,1
2020-03-25,2338.0,1284.5710000000001,12650.0,,148.0,61.428999999999995,512.0,,,,0.04047430830039526,2020,3,25,2
2020-03-26,2375.0,1514.0,15025.0,,191.0,83.85700000000001,703.0,,,,0.046788685524126454,2020,3,26,3
2020-03-27,2692.0,1755.8570000000002,17717.0,,181.0,103.14299999999999,884.0,,,,0.049895580515888695,2020,3,27,4
2020-03-28,3087.0,2046.1429999999998,20804.0,,288.0,139.714,1172.0,,,,0.05633532013074409,2020,3,28,5
2020-03-29,3197.0,2323.571,24001.0,,292.0,173.143,1464.0,,,,0.0609974584392317,2020,3,29,6
2020-03-30,2822.0,2555.571,26823.0,,212.0,198.28599999999997,1676.0,,,,0.06248368937106215,2020,3,30,0
2020-03-31,2858.0,2767.0,29681.0,,374.0,240.857,2050.0,,,,0.06906775378188067,2020,3,31,1
2020-04-01,4273.0,3043.429,33954.0,11896.0,403.0,277.286,2453.0,,155174.0,,0.07224480179065795,2020,4,1,2
2020-04-02,4514.0,3349.0,38468.0,11924.0,672.0,346.0,3125.0,,167098.0,,0.08123635229281481,2020,4,2,3
2020-04-03,4913.0,3666.2859999999996,43381.0,13457.0,657.0,414.0,3782.0,,182047.0,,0.08718102395057745,2020,4,3,4
2020-04-04,4868.0,3920.7140000000004,48249.0,14293.0,736.0,478.0,4518.0,,222937.0,,0.093639246409252,2020,4,4,5
2020-04-05,4911.0,4165.571,53160.0,15899.0,756.0,544.286,5274.0,,238836.0,,0.09920993227990971,2020,4,5,6
2020-04-06,4020.0,4336.714,57180.0,12733.0,599.0,599.571,5873.0,,251569.0,,0.10271073802028681,2020,4,6,0
2020-04-07,3592.0,4441.571,60772.0,13684.0,567.0,627.143,6440.0,,265885.0,,0.1059698545382742,2020,4,7,1
2020-04-08,5282.0,4585.714,66054.0,14419.0,1105.0,727.429,7545.0,17876.0,280304.0,0.257,0.11422472522481605,2020,4,8,2
2020-04-09,5450.0,4719.429,71504.0,16443.0,1030.0,778.571,8575.0,18521.0,296747.0,0.255,0.11992336093085701,2020,4,9,3
2020-04-10,5131.0,4750.571,76635.0,18843.0,1116.0,844.143,9691.0,19013.0,315141.0,0.25,0.1264565798916944,2020,4,10,4
2020-04-11,4858.0,4749.143,81493.0,17737.0,1122.0,899.2860000000001,10813.0,15713.0,332925.0,0.302,0.13268624299019546,2020,4,11,5
2020-04-12,4313.0,4663.714,85806.0,17650.0,843.0,911.7139999999999,11656.0,15963.0,350575.0,0.292,0.13584131645805655,2020,4,12,6
2020-04-13,3579.0,4600.714,89385.0,14506.0,657.0,920.0,12313.0,16216.0,365081.0,0.284,0.1377524193097276,2020,4,13,0
2020-04-14,3489.0,4586.0,92874.0,14567.0,724.0,942.429,13037.0,16252.0,379649.0,0.282,0.14037297844391325,2020,4,14,1
2020-04-15,4178.0,4428.286,97052.0,15991.0,1076.0,938.2860000000001,14113.0,16515.0,395912.0,0.268,0.1454168899146849,2020,4,15,2
